id,document.
224," En union de Maria Salvago, su esposa, hacen dejacion de unas casas que tenian en arrendamiento, sitas en calle Carpinteros. ]"
225,"juan de çamora pintor vezino de esta cibdad de seuilla en la collacion de san alfonso otorgo e conosco que fago pabto e postura  con el vos el licenciado gonçalo de carvajal vicario de la villa de osuna questades presente en tal manera que yo sea tenudo e obligado  de pintar e dorar un sagrario para la iglesia de la dicha villa de osuna que esta fecho de talla conforme a las condiciones siguientes .
   estas condiciones mando fazer el reverendo señor vicario de osuna las cuales condiciones son para pintar y dorar un sagrario el cual esta fecho de talla en casa de los hortegas el cual sagrario tiene veinte e cuatro palmos de alto e diez y seis de ancho esto se entiende el alto sin el guardapolvo esta una pieça llana encima del sagrario en la cual ha de aver una estoria de pinzel esta estoria sera aquella que le fuere señalada o sera la cena del señor o sera su trasfiguracion en este sagrario ay cuatro pieças de cada cabo dos en estas ha de aver cuatro figuras las cuales seran los cuatro dotores de la iglesia en este sagrario ay cuatro pilares de alto abaxo que se entienden los de a par de el sagrario y otros dos que vienen afuera que aconpañan las pieças asi la talla como las pieças de este sagrario el maestro que a su cargo tomare este sagrario ha de aparejar toda la talla de sus dos yesos bivo y mate.
   asi mismo aparejara los tableros segun que es uso y costunbre para buena obra engrapando las juntas y repelos y faciendo las otras deligencias que se suelen fazer antes de ennerviar ha de enerviar todas las hazes de las pieças y por las espaldas las juntas y repelos ha de plastecer y enlençar todas las hazes ha de fazer todo lo demas que conviene a buena obra fasta dallas de yeso bivo e yeso mate ha de raer todas las pieças y en la pieça principal de encima del sagrario debuxara e pintara la estoria como dicho es dorando las diademas y orofresas y algunas ropas tocadas de oro faciendo sus brocados granidos y un dozel a las espaldas del cristo de oro granido faciendo los brocados de sus colores tocadas ? segun que el maestro mejor viere las ropas seran labradas de sus colores al azeite encarnando rostros y manos y acabando todo lo que demas es menester.
   las otras cuatro pieças han de ser raydas y debuxadas los cuatro dotores de la iglesia como dicho es labrandolos al azeite faziendo todas las cuatro capas y diademas y doseles de oro faciendo sus brocados de colores tocadas ? y granidos encarnando rostros y manos faciendo encasamientos y suelos y todo lo que demas fuere menester conforme a buena obra y a vista de oficiales sabidores del oficio las puertas y talla de este sagrario ha de ser de oro broñido fino los canpos de los florones que van en las puertas han de ser dorados y granidos las bovedas del guardapolvo seran doradas y dadas de carmin sobre plata la pieça del respaldo sera aparejada y rayda de carmin sobre plata.
   el canpo de las cuatro tubas y caucas ? y rincones que son de las cuatro pieças o trasdoses estos seran de carmin sobre plata o como el señor de la obra lo demandare tanto que sea de color y si quisiere el señor de la obra que sea de plata dorada llana sin obra ninguna las puertas de este sagrario por de dentro sera hecho de un romano el canpo de los follajes sera dorado e granido el desvan que esta junto a las puertas este sera dorado y bañado ? de carmin sobre plata las rosas seran de oro broñido fino.
   la pintura que en este sagrario va asi en la istoria como en las otras cuatro pieças despues de muy bien acabadas de sus colores finas segun que pertenece a buena obra sera muy bien barnizado con su barniz de grasa.
   el maestro que esta obra tomare por los maravedis que le fuere rematada es obligado de poner toda costa de oro y colores y todo lo que fuere menester para fasta acabar la dicha obra esta obra despues de acabada ha de ser vista por oficiales sabidores del oficio para ver si esta acabada conforme a buena obra esta obra ha de ser pagada en tres tercios el primero luego y el segundo a la mitad de la obra y el tercero despues de acabada y vista por oficiales que esta conforme a buena obra el maestro que esta obra tomare es obligado de entregar ? de fianças al señor vicario.
   puso esta obra juan de çamora en cincuenta mil maravedis el maestro que esta obra tomare sea obligado a dar a los oficiales que a esta obra conviniere ? al remate doze reales y ocho reales al maestro que hizo las condiziones.
   el oficial que tomare esta obra es de dar fianças de la acabar como esta en las condiciones a vista de oficiales y si alguna cosa hiziere demasiada que la pierda y si fuere de menos que la pague por sus bienes el guardapolvo de este sagrario a de ser de azul y unas estrellas de oro.
   Cristobal de mayorga la puso en 49000 anton sanches de guadalupe la puso en 45000 Cristobal de morales la puso en 44000 sevastian ? alexos la puso en 40000 texeda la puso en 37000 el dicho anton sanches de guadalupe 35000 Cristobal de mayorga la puso en 34000 tomas sanches la puso en 33000 texeda la puso en 30000.
   yo Cristobal de morales digo que es verdad que quedo en antonio de texeda vezino de Sevilla pintor en treinta mil maravedis en fe de lo cual lo firme de mi nonbre por testigo antonio de texeda (rubricado) cristoval de murales (rubricado).
   la cual dicha obra me obligo de començar a fazer desde oy dia  e de lo dar fecho  fasta un año  dando e que me deis por lo pintar e dorar veinte e nueve mil e quinientos maravedis  [formulas]"
226,"Sepan quantos esta carta vieren como yo juan de çamora pintor de imagineria  otorgo e conozco a la fabrica de la iglesia de la villa de osuna  e digo que por cuanto yo fui convenido con la dicha fabrica  de faser un sagrario para la iglesia de la dicha villa en cierta forma e manera por precio e contia de treinta e tres mil maravedis como se contiene en el contrato que sobre ello paso  e despues de fecho el dicho contrato e vista la obra que para el dicho sagrario es menester crecer y acrecentar en el ciertas cosas que para buena obra convienen de ser fechas que son donde en el dicho sagrario se avian de poner cuatro dolores es menester ponerse cuatro istorias las cuales yo el dicho juan de çamora tengo fablado e platicado  de se faser para la dicha obra  dandome por las faser  veinte ducados de oro demas del dicho prescio de la dicha obligacion que es por todo cuarenta, mil e quinientos maravedis  [se remite en todo a la obligacion anterior. Formulas]"
227,"Pedro siriaco. en quince de agosto de mil seiscientos y setenta y ocho yo don xpobal alcantara de Roxas beneficiado cura propio de la parrochial de señor san julian de seuilla baptise a Pedro siriaco hijo lexitimo de Joseph felipe cornejo y de doña francisca roldan vezinos desta collacion fue su padrino juan gonzales vezino de la villa de la algava al qual aberti el parentesco espiritual y lo firme?fecho ut supra?xpobal alcantara de Roxas (rubricado)"
228,"Desposorio de Pedro Duque Roldan con D.a Ysabel de Artiaga. En sevilla martes veinte y nuebe dias del mes de octubre de mil setecientos y nuebe años yo el doctor don Marcos Andres Rubio de la fuente cura en esta Yglesia Parrochial de señor san Juan de la Palma despose y case por palabras de presente que hizieron verdadero y lexitimo matrimonio a Don Pedro Duque Roldan natural de esta ciudad hijo de Don Joseph Duque y Cornejo y de doña Francisca Roldan y Villavizencio juntamente con doña Ysabel de Artiaga natural de la ciudad y obispado de Segobia hija de don Manuel de Artiaga y de D.a Maria Sanchez lo qual se executo en virtud de mandamiento del señor Don Pedro Roman Melendez juez de la yglesia su fecha en veinte y seis dias del dicho mes por ante Marcos Perez de la Rosa notario que queda en mi poder auiendo los susodichos sido amonestados en dos dias de fiesta al ofertorio de la misa de tercia por auer dispensado el señor juez en la tercera amonestacion como consta del dicho mandamiento auiendo confesado y comulgado y sido examinados en la doctrina xpiana y estando capaces para se casar. fueron testigos don Juan Barete vezino a señor San Marcos, Don Pedro Roldan vezino de dicha collacion y don Juan de Velasco vezino de esta collacion de señor san juan en fe de lo qual lo firme = doctor don marcos andres Rubio de la fuente cura (rubricado).-[Al margen] En 8 de noviembre de 711 años di las vendiciones de la Yglesia a los contenidos en este capitulo matrimonial = Dr. Rubio cura (rubricado)"
229,"Maria Nicolasa Francisca hija de Don Pedro Cornejo Duque y Roldan. En Sevilla martes dies y seis dias del mes de Diciembre de mil setecientos y diez años yo francisco fernandez Robanejo cura mas antiguo en esta yglesia parrochial de señor san Juan de la Palma Baptice a Maria Nicolasa Francisca hija de Pedro Cornejo Duque Roldan y de doña Ysabel de Artiaga y Salcedo (dixeron aber nacido dicha criatura el dia cinco de dicho mes y año) fue su padrino Manuel de Artiaga y Salcedo vezino de esta collacion adbirtiosele el parentesco espiritual y la obligacion de enseñar la doctrina xptiana a la ahijada en fe de lo qual lo firme == francisco fernandez Robanejo cura (rubricado)"
230,"Sepan quantos esta carta bieren como yo don Pedro Cornejo y Roldan maestro arquiteto y escultor vesino desta ciudad de seuilla en la parroquia de San Juan de la Palma otorgo a fauor de la disposision de doña Maria Geronima Doncla difunta y de don Francisco Antonio de gama su aluasea fideicomisario y digo que estoy concertado con el dicho don francisco en haser un retablo de madera incorruptibles la que yo elijiere el cual e de colocar en la capilla que fue de señora Santa Baruara y esta en la yglesia parroquial de señor San Lorenso dentro de la capilla maior a el lado del evangelio el qual dicho retablo a de ser con el arte y lauores tamaños e imajenes contenidas en el dibujo y modelo que tengo ejecutado y queda en poder del dicho don Francisco rubricado del presente escriuano publico por cuio trauajo costo de madera y otros gastos que se requieran que todo menos el conducir a la iglesia el dicho retablo a de ser de mi quenta se me an de dar quatrocientos ducados de uellon en la forma que adelante sera declarado y mediante el dicho ajuste para que aya instrumento de conuension por esta carta en la forma que mejor en derecho lugar aya otorgo que me obligo a haser el dicho rretablo para el sitio referido de las dichas maderas incorruptibles en el qual e de poner las imajenes de nuestra señora costeada por mi y señor san Joseph el que se me entregare todo el del mas adorno que contiene el dicho dibujo el qual poniendoseme porteado a costa de la dicha disposicion de las casas donde lo hisiere en la dicha iglesia lo e de poner y colocar a mi costa en el dicho nicho y estandolo el dicho D. Francisco o quien su causa ubiere a de lleuar maestros de mi arte a que lo reconoscan  se me an de dar  dosientos reales luego de contado los quales estan en mi poder de que me doy por satisfecho  y doy carta de pago dellos al dicho don francisco de gama  (formulas)"
231,"Enrique Gabino hijo de Don Pedro Cornejo y de Doña Isabel de Arteaga. En dicho dia tres de noviembre de mil setecientos y dose años yo don Andres Rodriguez Galan beneficiado propio y cura de la yglesia parroquial de Santa Marina de Sevilla Baptise a Enrique Gabino que nacio a Veinte y quatro de octubre de este año hijo de Don Pedro Duque Cornejo y de Doña Ysabel de Arteaga y Salzedo su mujer, fue su padrino don Enrique Bernardo de Avete parroquiano de San Bernardo havisele el parentesco espiritual y obligacion de enseñarle la doctrina christiana. fecho ut supra = Don Andres Rodriguez Galan, cura (rubricado)"
232,"Manuel Juan hijo de Pedro Cornejo y doña Ysabel de Artiaga. En sauado veintidos dias del mes de Junio de mill setecienttos y quinze años yo D. Andres Rodriguez Galan Beneficiado propio y cura de la parroquial de Santa Marina de Seuilla Baptize a Manuel Juan Joseph que nacio a diez y nueue de dicho mes hijo de Pedro Duque Cornejo Roldan y de doña Ysauel de Artiaga y Alua su mujer fue su padrino Manuel de Artiaga y Alua vezino de esta collacion adbertile el parentesco espiritual y la obligacion de enseñarle la doctrina christiana. fecho ut supra = D. Andres Rodriguez Galan, cura (rubricado)"
233,"Jose Pedro hijo de Don Pedro Cornexo y de doña Ysabel Artiaga. En veynte y tres dias del mes de Henero de mil setecientos y veynte y un años yo don Pedro Gallardo Romero Presbitero capellan de Su Magestad en su real capilla de Nuestra Señora de los Reyes y Administrador del Real Hospital de los Ynocentes con permiso de Don Andres Rodriguez Galan Beneficiado propio y cura de la yglesia parroquial de Santa Marina de Sevilla baptise a Joseph Pedro Arcadio que nacio a once deste dicho mes hijo de Don Pedro Duque Cornexo y de doña Ysabel de Artiaga y Alua su mujer fueron padrinos don Manuel de Artiaga su abuelo y doña Francisca Quadrado vezinos de Santa Lucia a quienes adverti el parentesco espiritual y obligacion de enseñarle la doctrina xpiana. fecho ut supra = Don Pedro Gallardo Romero (rubricado) = Don Andres Rodriguez Galan, cura (rubricado)"
234,"Teresa Catalina hija de Pedro Cornejo y de Doña Ysabel de Artiaga. En sauado dies y seis dias del mes de octubre de mil setecientos y beinte y tres años yo don Andres Rodriguez Galan Beneficiado propio y cura de la yglesia parroquial de señora santa marina de Seuilla baptise a theresa josepha calista de jesus que nacio a trese de dicho mes hija de Pedro Cornejo y de doña Ysabel de Artiaga su mujer fue su padrino don Joseph Ruiz del Rey vesino del lugar de la Puente de don Gonsalo auisele el parentesco espiritual y obligacion de enseñarle la doctrina christiana y lo firme fecho ut supra = Don Andres Rodriguez Galan, cura (rubricado)"
235,"Sepan quantos esta carta vieren como nos Pedro Duque Cornexo maestro escultor vezino desta ciudad de seuilla en la parroquia de santa marina como principal obligado e yo Henrique duque cornejo su hixo maestro del mismo oficio vezino desta ciudad en la referida parroquia como su fiador y principal pagador  otorgamos en fauor de los Ilustrissimos señores dean y cauildo de la santa yglesia patriarchal desta ciudad  para la obra de la nueba capilla de señor san leandro que se esta haciendo en dicha santa yglecia y decimos que estamos convenidos y ajustados con dicho señor dean en que yo el principal aya de hazer las quatro estatuas de cuerpo entero que se an de poner en el altar de dicha capilla y asi mismo los niños y angeles que fueren necesarios para ello de las maderas correspondientes y en el precio y por el orden y forma que aqui se dira  haremos y executaremos la obra de las dichas quatro estatuas que an de ser de cuerpo entero y de buenas maderas a satisfacion de dicho señor dean de las adbocaciones de señor san leandro y demas que se me pidieren y asi mismo los niños y angeles tambien de cuerpo entero que fueren necesarios para dicho retablo y darlo todo ello puesto y acauado luego que este finalisada la obra de dicha capilla y altar para que luego ynmediatamente se puedan estofar y servir en el y se me an de dar a mi el dicho principal por el trabajo que en su fabrica e de tener gasto de madera y herramientas por cada estatua grande siendo en la forma que dicho es y correspondiente en un todo (ecepto en las advocaciones) a las que estan en la capilla de señor san ysidoro en la misma santa yglesia y no de otro modo un mil y quinientos reales de vellon y por cada angel y niño de cuerpo entero siendo correspondiente a los de dicha capilla se me a de dar cincuenta reales de vellon cuia cantidad se me a de ir satisfaciendo conforme lo fuere pidiendo  (formulas)"
236,"  Pedro Duque Cornexo maestro escultor vecino en la collacion de Santa Marina otorgo que doy carta de pago a el señor doctor don Alonso de Baeza y mendoza dean y canonigo de la Santa Yglesia Patriarchal de esta ciudad de seis mil y quatrocientos reales de vellon que son los mismos en que yo ajuste con dicho señor dean como diputado de la obra de la capilla del señor san leandro que se a edificado en dicha santa yglecia; los quatro santtos de cuerpo entero y ocho niños y angeles de madera correspondiente que auia de hacer para colocar en dicha capilla en la forma y modo que se contiene y declara en la escriptura de obligacion que otorgue ante el presente escribano publico en dies y siete de agosto del año pasado de mil setezientos y treinta y tres en virtud de la qual y para acauar de concluir y finalisar las dichas estatuas me anticipa dicho señor dean los expresados seis mil y quatrocientos reales de vellon los que resiuo en contado de que me doy por entregado a mi voluntad  (formulas)"
237,"Sepase como nos don Pedro Duque cornexo maestro escultor y doña Ysabel de Arteaga su muger y don Enrique Duque y Arteaga hijo de los susodichos de el mismo exersisio todos tres vezinos desta ciudad de seuilla en la collacion de santa marina  otorgamos y conosemos en favor del excelentisimo Señor Don Luis de Salsedo y Azcona, Arzobispo desta ciudad del Consejo de Su Magestad y dezimos que por quanto yo el dicho Don Pedro Duque cornexo estoy convenido y consertado con su Excelencia de hazer como por la presente nos obligamos a labrar y fabricar de nuevo un retablo de piedra, siguiendo el que esta, para la capilla de Nuestra Señora de la Antigua zita en la santa Metropolitana y Patriarchal Iglesia desta ciudad de el tamaño y como esta determinado y demuestra la traza y dizeño que tengo hecho yo el dicho Don Pedro que esta firmado de su excelencia y de el presente escrivano publico; cuya obra se ha de ejecutar segun y conforme demuestra, con el remate de las tres figuras de fee, esperanza y charidad; y los seys muchachos y asimismo las quatro figuras de los nichos; y todos los adornos y sobrepuestos, varas y chapiteles que se manifiestan en dicha traza de metal dorado segun y conforme a los que oy tiene el retablo y ademas dp lo que manifiesta dicha trasa nos obligamos a hazer la enchapadura, las tres gradas y la soleria de el pavimento que viene hacer ensima de dichas gradas segun esta en el diseño; nos obligamos a hazer y executar el entierro correspondiente a el antiguo questa en dicha capilla segun y como el esta hecho; y todo lo referido que se compone, de retablo, enchapadura, solerias, entierro y gradas (que son tres) y la escultura de dicho retablo y entierro que todo ha de ser de piedra y jaspe correspondiente a ymitazion de la que oy tiene lo que esta puesto en el altar de dicha Santa Ymaxen, esto es pudiendose encontrar en las canteras de dies a doze leguas desta ciudad y si no se encontrare se ha de hazer de aquella que mas a proposito se hallare y todo lo emos de dexar puesto sentado y colocado de oy dia de la fecha desta escriptura en año y medio cumplido primero siguiente por razon y causa de dies mill pesos excudos de a ocho reales de plata cada uno a toda costa de piedra materiales y manifatura que se an de pagar a mi el dicho Don Pedro Duque cornexo en sinco plazos el primero de tres mill pesos luego de contado para empezar dicha obra  obligamos nos los dichos Don Pedro Duque cornexo y Don Enrique Duque y Arteaga nuestras personas y vienes y yo la dicha Doña Ysabel de Arteaga mis vienes y rentas  e yo el dicho Don Enrique Duque y Arteaga menor de veynte y sinco años aunque mayor de veynte y tres  de no yr ni desir contra ella  y los otorgantes firmaron en este rexistro e yo el escribano publico doy fee que conosco al dicho don Pedro Duque y don Henrique Duque y la dicha Ysabel de Arteaga presento por testigos de su conocimiento que juraron a Dios y a la cruz segun forma de derecho  a Joseph Ygnacio de contreras ensamblador vecino desta ciudad en dicha collacion y blas joseph de la vega del mismo exercicio vecino desta ciudad en dicha collacion  y otrosi los otorgantes dixen que las canteras de donde se a de sacar la piedra a de ser moron, Cabra, Santa Olalla, Almaden de la Plata, que son los sitios donde ay dicha piedra de los quales dichos sitios si se encontrare alguno que sea de la misma que tiene lo que oy esta en el altar le a de traer y no de otra parte  (formulas)"
238,"Sepan quantos esta carta vieren como yo don Pedro Duque Cornexo y Roldan artista escultor vezino desta ciudad de seuilla en la collazion de Santa Marina otorgo que doy carta de pago a don Pedro de San Miguel albear hermano consiliario de la capilla y hermandad de nuestra señora de la pura y Limpia concepcion que llaman de los Burgaleses sitta en el conuento de nuestro serafico Padre señor san francisco casa grande de esta ciudad de doscientos y sesenta pesos excudos de a ocho rreales de plata los mismos en que yo ajuste con el susodicho la Ymagen de bulto que hize y esta colocada en el altar de dicha capilla la que a costeado de Limosna por si solo de su propio caudal el dicho don Pedro de San Miguel y en su conformidad me paga y rreciuo los dichos doscientos y sesenta pesos aora en contado de que por tenerlos en mi poder me doy por entregado a mi boluntad  (formulas)"
239,"[En 10 de mayo de 1738 y ante el escribano Juan Jose de Ojeda, Don Pedro Duque Cornejo, maestro de entallador y escultura, avecindado en la collacion de Santa Marina, en la calle Beatos, otorgo escritura por la que tomo en arrendamiento del Convento del Espiritu Santo una casa situada en la calle Real de Santa Marina, propiedad de dicho convento, por tiempo de un año y renta de 37 reales y medio de vellon cada mes. ]"
240,"En 9 de junio del mismo año, y ante el mismo escribano, el artista arrendo la anterior casa a Juan de Cañete, maestro carpintero, avecindado en la collacion de Omnium Sanctorum, por tiempo de un año y por la misma renta. ]"
241,"El 19 de mayo de 1749 y ante el escribano Cristobal Vazquez Ortiz, Juan Dominguez, oficial de zapatero de obra prima, vecino de Sevilla en la collacion de Santa Maria la Mayor, calle de la Borceguineria, y  Lorenzo Martos, del mismo oficio, su fiador, otorgaron escritura por la que tomo el primero en arrendamiento de Don Pedro Duque Cornejo vecino de esta ciudad y de Don Isidro Duque Cornejo, su hijo, como su apoderado, una casa en la calle Beatos por tiempo de un año y renta de 21 reales de vellon.]"
242,"Sepan quantos esta carta vieren como yo Joseph de Escouar maestro de escultor vecino desta ciudad de seuilla en la collacion de santa maria como principal obligado e yo Antonio Gallardo maestro dorador vecino desta dicha ciudad en la collacion de nuestro señor san saluador como su fiador y principal pagador  otorgamos y conocemos que somos convenidos y concertados con Juan Saluador Perez mercader de libros vecino desta ciudad en dicha collacion de santa maria en tal manera que seamos obligados como por esta presente carta nos obligamos a que yo el dicho Joseph de Escouar hare y dare hecho y acauado en toda perfecion un retablo para la capilla y altar de señora santa Rita questa cita en la yglesia del conuento de nuestra señora del Populo extramuros desta ciudad la segunda capilla de la hazera de mano derecha entrando por la puerta de mano derecha el qual a de ser de madera de pino de flandes y los adornos de cedro y en la forma y segun se demuestra en el diseño que para ello e hecho el qual  queda en mi poder para su execucion y modelo que e de obseruar y executar menos lo que toca a la bulsura que en el se manifiesta que esta se a de quitar y en el ultimo cuerpo e de hazer un san Juan Baptista de medio relieue y todo ello lo e de dar fecho y acauado y puesto por quenta costa y riesgo de ambos principal y fiador en la dicha capilla  dentro de seis meses contados desde oy pagandoseme por ello asi por la madera y mi trauajo y oficiales y demas costos y gastos que en ello pueda tener dos mill y seiscientos reales de moneda de vellon los quales se me an de satisfacer y pagar la tercia parte dellos luego de contado y la otra tercia parte en estando demediado y la tercia parte restante luego que este puesto y acauado dicho retablo  (formulas)"
243,"Sepan quantos esta carta vieren como yo Josephe de escouar maestro de ensamblador vecino desta ciudad de seuilla en la collazion de santa cruz otorgo y conosco que estoy conuenido y conzertado y por la presente me conuengo y conzierto con don Pedro de Alfaro canonigo de la santa yglesia desta dicha ciudad y vezino della en tal manera que e de ser obligado como por la presente me obligo de hazer en el rretablo de nuestra señora de la paz que esta en la dicha yglesia parroquial de santa cruz una caja mayor de la que oy tiene y dos arbotantes y arriba dos floreros y echarles frutas a otros dos que oy tiene dicho retablo y dos angeles todo ello de escultura a satisfacion de persona que dello entienda puesta por parte del dicho Don Pedro de Alfaro y en dicha obra e de poner la madera necesaria y mi trabajo y ocupacion y el de los oficiales que trabajaren en ella y lo e de poner y asentar en dicho rretablo acauado en toda perfecion dentro de mes y medio contado desde oy dia de la fecha de esta carta en adelante y por rrazon de todo lo rreferido se me an de dar un mill y dozientos reales de vellon los seiscientos reales dellos luego de contado  (formulas)"
244,"Sepan quantos esta carta vieren como yo Joseph de escouar maestro de arquitectura vecino desta ciudad de seuilla otorgo y conozco questoy conuenido y conzertado y por la presente me convengo y conzierto con el señor don fernando de Baeza y Mendoza presvitero sumiller de cortina de Su Magestad chantre y canonigo de la santa yglesia metropolitana y patriarchal de esta dicha ciudad y vezino della en tal manera que e de ser obligado como por la presente me obligo de hazer un retablo de madera de borne y zedro si lo hallare para la capilla de los quatro altares sita dentro de dicha santa y metropolitana yglesia de esta dicha ciudad donde oy esta la lamina de nuestra señora de Belen de D. Andres Martin Cascante Prevendado que fue de dicha santa yglesia que tenga cinco varas de ancho y nueue de alto de la labor y fabrica que demuestra la traza y diseño que tengo hecha conforme al lado del camarin donde esta mi firma y la rubrica de dicho señor chantre y demas del dicho diseño es calidad y condizion que en los dos nichos que estan en las entrecalles e de dar puestos y acauados en el uno una señora santa ana y en el otro el señor san Joachin y en el del medio un señor san agustin del tamaño del señor san Joseph que esta en el trascoro de dicha santa yglesia y en lo alto de dichas entrecalles una santa varbara y otra santa correspondiente la que el dicho señor chantre eligiere y en el nicho de en medio un tablero de medio relieve del nazimiento con los angeles que la traza demuestra todo de buena mano y fabrica y en el nicho de ensima del principal e de colocar la lamina de nuestra señora de Belen y si hallare zipres he de hazer de el toda la escultura y si no lo hallare a de ser de la misma madera que el dicho rretablo el qual me obligo de hazer  y se me an de dar un mil y ochozientos ducados de vellon la tercia parte della luego de contado  (formulas)  [fiadores; Pedro de Escobar, arquitecto, Antonio Gallardo, maestro batidor y dorador y Juan de Oviedo, carpintero]."
245,"Sepan quantos esta carta vieren como yo Joseph de escouar maestro de arquitectura vecino desta ciudad de seuilla otorgo y conozco que estoy conbenido y concertado y por la presente me combengo y conzierto con don Pedro Gregorio de Alfaro presbitero canonigo de la santa iglesia desta dicha ciudad y vecino della en tal manera que e de ser obligado como por la presente me obligo de hacer un retablo de madera de pino de flandes para la iglesia del collexio de la Compañia de Jesus de la villa de la Higuera junto a frejenal que sea de la fabrica del que hize para el altar de nuestra señora de la Paz sita dentro de la iglesia parrochial de Santa Cruz desta dicha ciudad poniendo en lugar de la historia que dicho retablo de nuestra señora de la Paz tiene arriba un tablero con el Padre eterno de medio reliebe todo ello de buena fabrica el qual dicho Retablo me obligo de hazer en la forma referida poniendo para ello toda la madera necesaria y mi trabajo y ocupazion y el de los oficiales que trabajaren en el y lo e de poner y asentar en la yglesia de dicho collexio acauado en toda perfecion para de oy dia de la fecha desta scriptura en sinco meses cumplidos primeros siguientes y por razon de todo lo referido se me an de dar quatro mill y seiscientos reales de vellon los mill y quinientos reales dellos luego de contado para dar principio a la dicha obra y los mill y cien reales de vellon me los a de pagar dicho don Pedro Gregorio de Alfaro al tiempo que este demediada y los dos mil reales restantes cumplimiento a la cantidad deste ajuste me los a de pagar luego queste acauado en toda perfeccion el dicho retablo  y doy por mis fiadores a Pedro Alejandro y Manuel de Escobar mis hermanos  (formulas)"
246,"Sepan quantos esta carta vieren como yo Joseph de Escouar maestro arquitecto vecino desta ciudad de seuilla otorgo y conosco que estoy conbenido y conzertado y por la presente  me contengo y consierto con don Alonso Suarez Perez presuitero y don Luis de Baeza Mendoza maiordomo de su magestad y su jentilhombre de camara vezinos desta dicha ciudad y diputados nombrados por la hermandad de Nuestra Señora del Rosario zita en la iglesia parroquial de señor San Roman desta dicha ciudad en tal manera que e de ser obligado como por la presente me obligo de hazer un retablo de pino de flandes la armazon columnas y los sobrepuestos de zedro y los angeles y demas hechuras de talla an de ser de zipres y todo ello para el altar de nuestra señora de la granada zita en dicha yglesia parroquial de señor san roman segun la traza y diseño que tengo hecha que esta firmada de mi nombre y de los susodichos = y en lugar de los dos santos que estan en dicha traza a los lados del hueco donde se a de colocar dicha ymagen de nuestra señora de la granada se an de hazer otras dos de señor santo domingo y San Antonio de Padua que ocupen los mismos huecos y demas de lo que esta en el dicho diseño es calidad y condicion que e de hazer un sagrario tallado con primor y seis candeleros y dos atriles y un frontal calado tallado = el qual dicho retablo e de hazer en la forma referida  por razon de todo lo referido se me a de dar el retablo que se a quitado de dicha capilla y cinco mill docientos y cinquenta reales de vellon los tres mil y trecientos reales dellos luego que por ambas partes este otorgada esta escritura  (formulas)"
247,"Sepan quantos esta carta vieren como nos don Baltasar de Barona y don francisco de Barona maestros arquitectos vesinos desta ciudad de seuilla en el compas de san clemente collacion de san lorenzo = otorgamos en fauor de don Mathias Lopez rosales presuitero beneficiado propio de la yglesia parroquial de santa Maria Magdalena desta ciudad  y decimos que por quanto hemos tratado y ajustado el haser un rretablo para el altar mayor de dicha yglesia de santa maria magdalena en conformidad de una planta y dibuxo que tenemos techo y entregado  y en conformidad del concertado a toda costa y puesto en dicho altar mayor siendo toda la madera de borne y sedro y no de otra alguna y en precio todo el de seis mil ducados de vellon que se nos an de pagar en la forma y a los plasos que sera declarado  e nos don Lucas de Baldes del arte de la pintura vecino desta ciudad en la calle de no moleras collacion de san bicente y juan gonzalez de buendia tratante en rrefino vezino desta dicha ciudad en la collacion de santa cathalina como sus fiadores  (formulas)"
248,"Sepase como nos xptobal Roque de herrera vezino de esta ciudad de seuilla collacion de señor san lorrenzo y cindico del conuento de señor San Antonio de Padua desta dicha ciudad y Balthasar de Baraona como principal y francisco de Barahona su hermano su fiador vezino desta dicha ciudad en dicha collazion y maestros arquitetos otorgamos en fauor la una parte de la otra y la otra de la otra y por el contrario y desimos que por quanto yo el dicho xptobal roque como tal cindico del dicho conuento de san antonio tengo contratado con mi el dicho Balthasar de Barahona de hazer un retablo de madera de pino de flandes y algun sedro sin introducir otro jenero de madera alguna y de la fabrica y modelo que se expresa en un dibujo fecho por mi el dicho Baltasar de Baraona que esta rubricado del presente escriuano publico  para que se ponga dicho retablo en la yglesia de dicho conuento de San Antonio en el altar corateral del lado siniestro del altar mayor de dicha yglesia y darlo acabado en toda forma  en precio todo ello asi de manifatura como madera de quinze mil reales de vellon pagados por tercias partes la primera de cinco mil reales luego de contado  (formulas)"
249,"[En 4 de enero de 1701 y ante el mismo escribano, Gabriel de la Cuesta, vecino de Sevilla en la collacion de San Lorenzo, otorgo escritura constituyendose fiador de la obligacion de Barahona.]"
250,"Sepase como io manuel parrilla maestro dorador  como principal y baltasar de barahona maestro ensamblador  como su fiador  otorgamos que nos obligamos en fabor del conuento de san antonio de padua desta ciudad orden de san francisco  en tal manera que yo el dicho manuel parrilla e de dorar un retablo colateral nuebo de señor san antonio que esta en la iglesia de dicho conuento en esta manera = la imaxen de san antonio toda dorada estofada y encarnada y todo el retablo dorado  y le emos de dar acabado  para el dia de san antonio que bendra deste año y todo ello en precio de catorze mil reales de vellon  en tres pagas yguales la primera luego  y la segunda luego que tenga echa la mitad de la obra = y la tercera y ultima paga para luego al punto queste acabada dicha obra  (formulas) [presento por testigo a Bernardo de Valdes, maestro dorador"
